index,Image,Nom,reference,Catégorie,Montant HT,Montant TTC,Quantité,État,Position,code_moteur,link
28287,https://diesel-injecteurs.com/9123/injecteurs-lancia-zeta-20-jtd-16v-109-cv-bosch-445110020.jpg,Injecteurs LANCIA ZETA 2.0 JTD 16V  109 CV BOSCH (445110020),445110020,Accueil,135,135,10,0,,"RHS (DW10ATED),RHW (DW10ATED4),RHX,RHX (DW10BTED),RHY (DW10TD),RHZ,RHZ (DW10ATED),RHZ (DW10BTED),RHZ (DW10BTED+),RHZ (DW10CTED),RHZ (DW10CTED+)",https://www.autonorma.fr/p/36319-injecteur-common-rail-bosch-cri-0445110020-neuf
28286,https://diesel-injecteurs.com/9122/injecteurs-fiat-ulysse-i-20-jtd-109-cv-bosch-445110020.jpg,Injecteurs FIAT ULYSSE I 2.0 JTD 109 CV BOSCH (445110020),445110020,Accueil,135,135,10,0,,"RHS (DW10ATED),RHW (DW10ATED4),RHX,RHX (DW10BTED),RHY (DW10TD),RHZ,RHZ (DW10ATED),RHZ (DW10BTED),RHZ (DW10BTED+),RHZ (DW10CTED),RHZ (DW10CTED+)",https://www.autonorma.fr/p/36319-injecteur-common-rail-bosch-cri-0445110020-neuf
28285,https://diesel-injecteurs.com/9121/injecteurs-fiat-scudo-20-jtd-94-cv-bosch-445110020.jpg,Injecteurs FIAT SCUDO 2.0 JTD 94 CV BOSCH (445110020),445110020,Accueil,135,135,10,0,,"RHS (DW10ATED),RHW (DW10ATED4),RHX,RHX (DW10BTED),RHY (DW10TD),RHZ,RHZ (DW10ATED),RHZ (DW10BTED),RHZ (DW10BTED+),RHZ (DW10CTED),RHZ (DW10CTED+)",https://www.autonorma.fr/p/36319-injecteur-common-rail-bosch-cri-0445110020-neuf
28284,https://diesel-injecteurs.com/9120/injecteurs-citroen-xsara-20-hdi-90-90-cv-bosch-445110020.jpg,Injecteurs CITROEN XSARA 2.0 HDi 90 90 CV BOSCH (445110020),445110020,Accueil,135,135,10,0,,"RHS (DW10ATED),RHW (DW10ATED4),RHX,RHX (DW10BTED),RHY (DW10TD),RHZ,RHZ (DW10ATED),RHZ (DW10BTED),RHZ (DW10BTED+),RHZ (DW10CTED),RHZ (DW10CTED+)",https://www.autonorma.fr/p/36319-injecteur-common-rail-bosch-cri-0445110020-neuf
28283,https://diesel-injecteurs.com/8162/injecteurs-rover-75-20-cdti-131-cv-bosch-445110030.jpg,Injecteurs ROVER 75 2.0 CDTi 131 CV BOSCH (445110030),445110030,Accueil,135,135,10,0,,"204D2,M 47 R",https://www.autonorma.fr/p/36321-injecteur-common-rail-bosch-cri-0445110030-neuf
28282,https://diesel-injecteurs.com/8391/injecteurs-rover-75-20-cdt-115-cv-bosch-445110030.jpg,Injecteurs ROVER 75 2.0 CDT 115 CV BOSCH (445110030),445110030,Accueil,135,135,10,0,,"204D2,M 47 R",https://www.autonorma.fr/p/36321-injecteur-common-rail-bosch-cri-0445110030-neuf
28279,https://diesel-injecteurs.com/10878/injecteurs-mercedes-classe-e-e-420-cdi-314-cv-bosch-445115010.jpg,Injecteurs MERCEDES Classe E E 420 CDI  314 CV BOSCH (445115010),445115010,Injecteurs MERCEDES CLASSE E,155,155,10,0,,"OM 629.910,OM 629.911,OM 629.912",https://www.autonorma.fr/p/36430-injecteur-common-rail-bosch-piezo-0445115010-neuf
28278,https://diesel-injecteurs.com/10877/injecteurs-bmw-serie-7-745-d-329-cv-bosch-445115009.jpg,Injecteurs BMW Série 7 745 d 329 CV BOSCH (445115009),445115009,Injecteurs BMW SéRIE 7,155,155,10,0,,M67 D44 (448D1),https://www.autonorma.fr/p/24749-injecteur-common-rail-bosch-piezo-0445115009
28277,https://diesel-injecteurs.com/10876/injecteurs-bmw-serie-7-745-d-300-cv-bosch-445115009.jpg,Injecteurs BMW Série 7 745 d 300 CV BOSCH (445115009),445115009,Injecteurs BMW SéRIE 7,155,155,10,0,,M67 D44 (448D1),https://www.autonorma.fr/p/24749-injecteur-common-rail-bosch-piezo-0445115009
28276,https://diesel-injecteurs.com/10200/injecteurs-mercedes-classe-b-b-200-cdi-140-cv-bosch-445110377.jpg,Injecteurs MERCEDES Classe B B 200 CDI  140 CV BOSCH (445110377),445110377,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36404-injecteur-common-rail-bosch-cri-0445110377-neuf
28275,https://diesel-injecteurs.com/10199/injecteurs-mercedes-classe-b-b-180-cdi-109-cv-bosch-445110377.jpg,Injecteurs MERCEDES Classe B B 180 CDI  109 CV BOSCH (445110377),445110377,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36404-injecteur-common-rail-bosch-cri-0445110377-neuf
28274,https://diesel-injecteurs.com/10198/injecteurs-mercedes-classe-a-a-200-cdi-136-cv-bosch-445110377.jpg,Injecteurs MERCEDES Classe A A 200 CDI  136 CV BOSCH (445110377),445110377,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36404-injecteur-common-rail-bosch-cri-0445110377-neuf
28273,https://diesel-injecteurs.com/10197/injecteurs-mercedes-classe-a-a-200-cdi-140-cv-bosch-445110377.jpg,Injecteurs MERCEDES Classe A A 200 CDI  140 CV BOSCH (445110377),445110377,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36404-injecteur-common-rail-bosch-cri-0445110377-neuf
28272,https://diesel-injecteurs.com/10196/injecteurs-mercedes-classe-a-a-180-cdi-109-cv-bosch-445110377.jpg,Injecteurs MERCEDES Classe A A 180 CDI  109 CV BOSCH (445110377),445110377,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36404-injecteur-common-rail-bosch-cri-0445110377-neuf
28271,https://diesel-injecteurs.com/10195/injecteurs-mercedes-classe-a-a-160-cdi-82-cv-bosch-445110377.jpg,Injecteurs MERCEDES Classe A A 160 CDI  82 CV BOSCH (445110377),445110377,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36404-injecteur-common-rail-bosch-cri-0445110377-neuf
28270,https://diesel-injecteurs.com/10087/injecteurs-mercedes-classe-b-b-200-cdi-140-cv-bosch-445110323.jpg,Injecteurs MERCEDES Classe B B 200 CDI  140 CV BOSCH (445110323),445110323,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/24706-injecteur-common-rail-bosch-cri-0445110323
28269,https://diesel-injecteurs.com/10086/injecteurs-mercedes-classe-b-b-180-cdi-109-cv-bosch-445110323.jpg,Injecteurs MERCEDES Classe B B 180 CDI  109 CV BOSCH (445110323),445110323,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/24706-injecteur-common-rail-bosch-cri-0445110323
28268,https://diesel-injecteurs.com/10085/injecteurs-mercedes-classe-a-a-200-cdi-136-cv-bosch-445110323.jpg,Injecteurs MERCEDES Classe A A 200 CDI  136 CV BOSCH (445110323),445110323,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/24706-injecteur-common-rail-bosch-cri-0445110323
28267,https://diesel-injecteurs.com/10084/injecteurs-mercedes-classe-a-a-200-cdi-140-cv-bosch-445110323.jpg,Injecteurs MERCEDES Classe A A 200 CDI  140 CV BOSCH (445110323),445110323,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/24706-injecteur-common-rail-bosch-cri-0445110323
28266,https://diesel-injecteurs.com/10083/injecteurs-mercedes-classe-a-a-180-cdi-109-cv-bosch-445110323.jpg,Injecteurs MERCEDES Classe A A 180 CDI  109 CV BOSCH (445110323),445110323,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/24706-injecteur-common-rail-bosch-cri-0445110323
28265,https://diesel-injecteurs.com/10082/injecteurs-mercedes-classe-a-a-160-cdi-82-cv-bosch-445110323.jpg,Injecteurs MERCEDES Classe A A 160 CDI  82 CV BOSCH (445110323),445110323,Accueil,135,135,10,0,,"OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/24706-injecteur-common-rail-bosch-cri-0445110323
28264,https://diesel-injecteurs.com/10081/injecteurs-lancia-ypsilon-13-d-multijet-105-cv-bosch-445110322.jpg,Injecteurs LANCIA YPSILON 1.3 D Multijet 105 CV BOSCH (445110322),445110322,Accueil,135,135,10,0,,199 A3.000,https://www.autonorma.fr/p/24705-injecteur-common-rail-bosch-cri-0445110322
28252,https://diesel-injecteurs.com/9896/injecteurs-ford-focus-ii-16-tdci-100-cv-bosch-445110271.jpg,Injecteurs FORD FOCUS II 1.6 TDCi 100 CV BOSCH (445110271),445110271,Accueil,135,135,10,0,,"G8DA,G8DB,G8DC,G8DD,G8DE,G8DF,MTDA",https://www.autonorma.fr/p/36366-injecteur-common-rail-bosch-cri-0445110271-neuf
28251,https://diesel-injecteurs.com/9895/injecteurs-ford-focus-ii-16-tdci-109-cv-bosch-445110271.jpg,Injecteurs FORD FOCUS II 1.6 TDCi 109 CV BOSCH (445110271),445110271,Accueil,135,135,10,0,,"G8DA,G8DB,G8DC,G8DD,G8DE,G8DF,MTDA",https://www.autonorma.fr/p/36366-injecteur-common-rail-bosch-cri-0445110271-neuf
28250,https://diesel-injecteurs.com/9957/injecteurs-hyundai-starex-25-crdi-110-cv-bosch-445110277.jpg,Injecteurs HYUNDAI STAREX 2.5 CRDi 110 CV BOSCH (445110277),445110277,Accueil,135,135,10,0,,"D4CB,D4CB-L,D4CB-W",https://www.autonorma.fr/p/36368-injecteur-common-rail-bosch-cri-0445110277-neuf
28249,https://diesel-injecteurs.com/9956/injecteurs-hyundai-h-1-25-crdi-140-cv-bosch-445110277.jpg,Injecteurs HYUNDAI H-1 2.5 CRDi 140 CV BOSCH (445110277),445110277,Accueil,135,135,10,0,,"D4CB,D4CB-L,D4CB-W",https://www.autonorma.fr/p/36368-injecteur-common-rail-bosch-cri-0445110277-neuf
28248,https://diesel-injecteurs.com/9955/injecteurs-hyundai-h-1-25-crdi-116-cv-bosch-445110277.jpg,Injecteurs HYUNDAI H-1 2.5 CRDi 116 CV BOSCH (445110277),445110277,Accueil,135,135,10,0,,"D4CB,D4CB-L,D4CB-W",https://www.autonorma.fr/p/36368-injecteur-common-rail-bosch-cri-0445110277-neuf
28247,https://diesel-injecteurs.com/9954/injecteurs-hyundai-h-1-25-crdi-136-cv-bosch-445110277.jpg,Injecteurs HYUNDAI H-1 2.5 CRDi 136 CV BOSCH (445110277),445110277,Accueil,135,135,10,0,,"D4CB,D4CB-L,D4CB-W",https://www.autonorma.fr/p/36368-injecteur-common-rail-bosch-cri-0445110277-neuf
28246,https://diesel-injecteurs.com/9953/injecteurs-hyundai-h-1-25-crdi-110-cv-bosch-445110277.jpg,Injecteurs HYUNDAI H-1 2.5 CRDi 110 CV BOSCH (445110277),445110277,Accueil,135,135,10,0,,"D4CB,D4CB-L,D4CB-W",https://www.autonorma.fr/p/36368-injecteur-common-rail-bosch-cri-0445110277-neuf
28245,https://diesel-injecteurs.com/9952/injecteurs-hyundai-h-1-25-crdi-170-cv-bosch-445110277.jpg,Injecteurs HYUNDAI H-1 2.5 CRDi 170 CV BOSCH (445110277),445110277,Accueil,135,135,10,0,,"D4CB,D4CB-L,D4CB-W",https://www.autonorma.fr/p/36368-injecteur-common-rail-bosch-cri-0445110277-neuf
28244,https://diesel-injecteurs.com/9951/injecteurs-hyundai-h-1-25-crdi-163-cv-bosch-445110277.jpg,Injecteurs HYUNDAI H-1 2.5 CRDi 163 CV BOSCH (445110277),445110277,Accueil,135,135,10,0,,"D4CB,D4CB-L,D4CB-W",https://www.autonorma.fr/p/36368-injecteur-common-rail-bosch-cri-0445110277-neuf
28243,https://diesel-injecteurs.com/9736/injecteurs-mercedes-vito-109-cdi-95-cv-bosch-445110234.jpg,Injecteurs MERCEDES VITO 109 CDI  95 CV BOSCH (445110234),445110234,Accueil,135,135,10,0,,"OM 646.980,OM 646.981",https://www.autonorma.fr/p/24679-injecteur-common-rail-bosch-cri-0445110234
28242,https://diesel-injecteurs.com/9735/injecteurs-mercedes-vito-109-cdi-4x4-95-cv-bosch-445110234.jpg,Injecteurs MERCEDES VITO 109 CDI 4x4  95 CV BOSCH (445110234),445110234,Accueil,135,135,10,0,,"OM 646.980,OM 646.981",https://www.autonorma.fr/p/24679-injecteur-common-rail-bosch-cri-0445110234
28214,https://diesel-injecteurs.com/10499/injecteurs-volkswagen-tiguan-16-tdi-115-cv-bosch-445110472.jpg,Injecteurs VOLKSWAGEN TIGUAN 1.6 TDI 115 CV BOSCH (445110472),445110472,Injecteurs VOLKSWAGEN TIGUAN,135,135,10,0,,"CLHA,CLHB,CRKA,CRKB,CXMA,CXXA,CXXB,DBKA,DCXA,DCZA,DDYA,DDYB,DGDA,DGDB",https://www.autonorma.fr/p/24487-injecteur-common-rail-bosch-cri-0445110472
28213,https://diesel-injecteurs.com/10498/injecteurs-volkswagen-passat-16-tdi-120-cv-bosch-445110472.jpg,Injecteurs VOLKSWAGEN PASSAT 1.6 TDI 120 CV BOSCH (445110472),445110472,Injecteurs VOLKSWAGEN PASSAT,135,135,10,0,,"CLHA,CLHB,CRKA,CRKB,CXMA,CXXA,CXXB,DBKA,DCXA,DCZA,DDYA,DDYB,DGDA,DGDB",https://www.autonorma.fr/p/24487-injecteur-common-rail-bosch-cri-0445110472
28212,https://diesel-injecteurs.com/10497/injecteurs-volkswagen-golf-vii-16-tdi-105-cv-bosch-445110472.jpg,Injecteurs VOLKSWAGEN GOLF VII 1.6 TDI 105 CV BOSCH (445110472),445110472,Injecteurs VOLKSWAGEN GOLF 7,135,135,10,0,,"CLHA,CLHB,CRKA,CRKB,CXMA,CXXA,CXXB,DBKA,DCXA,DCZA,DDYA,DDYB,DGDA,DGDB",https://www.autonorma.fr/p/24487-injecteur-common-rail-bosch-cri-0445110472
